Symbol,Company,Description,Sector,Industry,Weights
WDS,Woodside Energy Group Ltd,"Woodside Energy Group Ltd engages in the exploration, evaluation, development, production, marketing, and sale of hydrocarbons in Oceania, Africa, the Americas, Asia, and the Caribbean. The company produces liquefied natural gas, pipeline gas, condensate, natural gas liquids, and crude oil. It holds interests in the Pluto LNG, Northwest Shelf, Wheatstone and Julimar-Brunello, Bass Strait, Pyrenees FPSO, Macedon, Scarborough, Sangomar, Trion, Calypso, Browse, Wildling, Atlantis, Woodside Solar project, Sunrise and Troubadour, and Pluto Train 2 projects, as well as Liard basin. The company was formerly known as Woodside Petroleum Ltd and changed its name to Woodside Energy Group Ltd in May 2022. Woodside Energy Group Ltd was founded in 1954 and is headquartered in Perth, Australia.",Energy,Oil & Gas E&P,0.26%
BN,Brookfield Corporation,"Brookfield Corporation is an alternative asset manager and REIT/Real Estate Investment Manager firm focuses on real estate, renewable power, infrastructure and venture capital and private equity assets. It manages a range of public and private investment products and services for institutional and retail clients. It typically makes investments in sizeable, premier assets across geographies and asset classes. It invests both its own capital as well as capital from other investors. Within private equity and venture capital, it focuses on acquisition, early ventures, control buyouts and financially distressed, buyouts and corporate carve-outs, recapitalizations, convertible, senior and mezzanine financings, operational and capital structure restructuring, strategic re-direction, turnaround, and under-performing midmarket companies. It invests in both public debt and equity markets. It invests in private equity sectors with focus on Business Services include infrastructure, healthcare, road fuel distribution and marketing, construction and real estate; Industrials include manufacturers of automotive batteries, graphite electrodes, returnable plastic packaging, and sanitation management and development; and Residential/ infrastructure services. It targets companies which likely possess underlying real assets, primarily in sectors such as industrial products, building materials, metals, mining, homebuilding, oil and gas, paper and packaging, manufacturing and forest product sectors. It invests globally with focus on North America including Brazil, the United States, Canada; Europe; and Australia; and Asia-Pacific. The firm considers equity investments in the range of $2 million to $500 million. It has a four-year investment period and a 10-year term with two one-year extensions. The firm prefers to take minority stake and majority stake. Brookfield Corporation was founded in 1997 and based in Toronto, Canada with additional offices across Northern America; South America; Europe; Middle East and Asia.",Financial Services,Asset Management,0.26%
NDAFI,N/A,N/A,N/A,N/A,N/A
SIKA,N/A,N/A,N/A,N/A,N/A
ENI,N/A,N/A,N/A,N/A,N/A
WES,"Western Midstream Partners, LP","Western Midstream Partners, LP, together with its subsidiaries, operates as a midstream energy company primarily in the United States. It is involved in gathering, compressing, treating, processing, and transporting natural gas; gathering, stabilizing, and transporting condensate, natural gas liquids (NGLs), and crude oil; and gathering and disposing produced water. It also buys and sells natural gas, NGLs, and condensate. The company operates assets located in Texas, New Mexico, the Rocky Mountains, and North-central Pennsylvania. Western Midstream Holdings, LLC operates as the general partner of the company. The company was formerly known as Western Gas Equity Partners, LP and changed its name to Western Midstream Partners, LP in February 2019. Western Midstream Partners, LP was incorporated in 2007 and is based in The Woodlands, Texas.",Energy,Oil & Gas Midstream,0.25%
MQG,N/A,N/A,N/A,N/A,N/A
O39,N/A,N/A,N/A,N/A,N/A
6981,N/A,N/A,N/A,N/A,N/A
0XXT,N/A,N/A,N/A,N/A,N/A
ALC,Alcon Inc.,"Alcon Inc. researches, develops, manufactures, distributes, and sells eye care products for eye care professionals and their patients worldwide. The company's Surgical segment offers equipment, instrumentation and diagnostics, intraocular lenses (IOLs), and other implantables; and consumables, including viscoelastics, surgical solutions, incisional instruments, surgical custom packs, and other products for use in surgical procedures. Its cataract products include centurion vision system, LenSx laser system, LuxOR surgical ophthalmic microscope, NGENUITY 3D visualization system, and ORA system for intra-operative measurements; custom pak surgical procedure packs; vitreoretinal products comprising constellation vision systems, procedure packs, lasers and hand-held microsurgical instruments, and grieshaber and MIVS instruments, as well as scissors, forceps and micro-instruments, medical grade vitreous tamponades, and Hypervit vitrectomy probes; refractive surgery products, including WaveLight lasers and Contoura Vision used for LASIK treatment; EX-PRESS glaucoma filtration device; and implantables products, including AcrySof IQ products, such as monofocal IOLs and advanced technology IOLs for the correction of presbyopia and astigmatism at the time of cataract surgery. Its Vision Care segment provides daily disposable, reusable, and color-enhancing contact lenses; ocular health products, such as dry eye, glaucoma, contact lens care, and ocular allergies; and ocular vitamins and redness relievers. The company was formerly known as Alcon Universal S.A. and changed the name to Alcon Inc. in December 2001. Alcon Inc. was founded in 1945 and is headquartered in Geneva, Switzerland.",Healthcare,Medical Instruments & Supplies,0.24%
7741,N/A,N/A,N/A,N/A,N/A
HOLN,N/A,N/A,N/A,N/A,N/A
RI,N/A,N/A,N/A,N/A,N/A
INVEB,N/A,N/A,N/A,N/A,N/A
LLOY,N/A,N/A,N/A,N/A,N/A
0NMU,N/A,N/A,N/A,N/A,N/A
9432,N/A,N/A,N/A,N/A,N/A
DB1,N/A,N/A,N/A,N/A,N/A
AAL,American Airlines Group Inc.,"American Airlines Group Inc., through its subsidiaries, operates as a network air carrier. The company provides scheduled air transportation services for passengers and cargo through its hubs in Charlotte, Chicago, Dallas/Fort Worth, Los Angeles, Miami, New York, Philadelphia, Phoenix, and Washington, D.C., as well as through partner gateways in London, Doha, Madrid, Seattle/Tacoma, Sydney, and Tokyo. As of December 31, 2022, it operated a mainline fleet of 925 aircraft. The company was formerly known as AMR Corporation and changed its name to American Airlines Group Inc. in December 2013. American Airlines Group Inc. was founded in 1926 and is headquartered in Fort Worth, Texas.",Industrials,Airlines,0.22%
9434,N/A,N/A,N/A,N/A,N/A
EQNR,Equinor ASA,"Equinor ASA, an energy company, engages in the exploration, production, transportation, refining, and marketing of petroleum and other forms of energy in Norway and internationally. It operates through Exploration & Production Norway; Exploration & Production International; Exploration & Production USA; Marketing, Midstream & Processing; Renewables; and Other segments. The company also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in power and emissions; operates refineries, terminals and processing, and power plants; and develops low carbon solutions for oil and gas. In addition, it develops carbon capture and storage projects; provides transportation solutions, including pipelines, shipping, trucking, and rail; and develops and explores for renewable energy, such as offshore wind, green hydrogen, and solar power. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was incorporated in 1972 and is headquartered in Stavanger, Norway.",Energy,Oil & Gas Integrated,0.22%
