Description,Unnamed: 1,Security,Ticker,Position (Shares),Pos Change,% Outstanding,% NAV,Market Value,Market Value Change,Filing Date,Country/Region,Sector,Subsector,Asset Type,Security Type,Security Subtype,Maturity,Duration,Coupon,Cosine Similarity
"Abbott Laboratories , together subsidiaries , discovers , develops , manufactures , sells health care products worldwide . operates four segments : Established Pharmaceutical Products , Diagnostic Products , Nutritional Products , Medical Devices . Established Pharmaceutical Products segment provides generic pharmaceuticals treatment pancreatic exocrine insufficiency , irritable bowel syndrome biliary spasm , intrahepatic cholestasis depressive symptoms , gynecological disorder , hormone replacement therapy , dyslipidemia , hypertension , hypothyroidism , Ménière 's disease vestibular vertigo , pain , fever , inflammation , migraine , well provides anti-infective clarithromycin , influenza vaccine , products regulate physiological rhythm colon . Diagnostic Products segment offers laboratory systems areas immunoassay , clinical chemistry , hematology , transfusion ; molecular diagnostics systems automate extraction , purification , preparation DNA RNA patient samples , well detect measure infectious agents ; point care systems ; cartridges testing blood ; rapid diagnostics lateral flow testing products ; molecular point-of-care testing HIV , SARS-CoV-2 , influenza B , RSV , strep ; cardiometabolic test systems ; drug alcohol test , remote patient monitoring consumer self-test systems ; informatics automation solutions use laboratories . Nutritional Products segment provides pediatric adult nutritional products . Medical Devices segment offers rhythm management , electrophysiology , heart failure , vascular , structural heart devices treatment cardiovascular diseases ; diabetes care products , well neuromodulation devices management chronic pain movement disorders . Abbott Laboratories founded 1888 based North Chicago , Illinois .",,Abbott Laboratories,ABT US,"724,229",99,0.04,0.23,69.50MLN,"9,500.04",11/2/2023,United States,Health Care,Health Care,Equity,Common Stock,Common Stock,--,--,--,0.15102751553058624
"Netflix , Inc. provides entertainment services . offers TV series , documentaries , feature films , mobile games across various genres languages . company provides members ability receive streaming content host internet-connected devices , including TVs , digital video players , television set-top boxes , mobile devices . company approximately 231 million paid members 190 countries . Netflix , Inc. incorporated 1997 headquartered Los Gatos , California .",,Netflix Inc,NFLX US,"74,038",9,0.02,0.11,31.44MLN,"3,822.39",11/2/2023,United States,Communications,Media,Equity,Common Stock,Common Stock,--,--,--,0.15093207359313965
"Jack Henry & Associates , Inc. , financial technology company connects people financial institutions technology solutions payment processing services reduce barriers financial health . operates four segments : Core , Payments , Complementary , Corporate . company offers information transaction processing solutions banks ranging community multi-billion-dollar asset institutions ; core data processing solutions various credit unions ; specialized financial performance , imaging payments processing , information security risk management , retail delivery , online mobile solutions financial services organizations corporate entities . also provides suite integrated applications required process deposit , loan , general ledger transactions , well maintain centralized customer/member information ; complementary products services enable core bank credit union clients respond evolving customer/member demands . addition , company 's core banking platform offerings include SilverLake system , robust system primarily designed commercial-focused banks ; CIF 20/20 , parameter-driven , easy-to-use system banks ; Core Director , cost-efficient system point-and-click operation , well core credit union platform Symitar name . , provides digital products services electronic payment solutions ; purchases resells hardware systems , including servers , workstations , scanners , devices ; implementation , training , support services ; software licensing related services , professional services , data centers . Jack Henry & Associates , Inc. founded 1976 headquartered Monett , Missouri .",,Jack Henry & Associates Inc,JKHY US,"1,221,380","-1,325",1.68,0.59,173.35MLN,"-188,057.25",11/2/2023,United States,Technology,Software & Tech Services,Equity,Common Stock,Common Stock,--,--,--,0.14727254211902618
"Amazon.com , Inc. engages retail sale consumer products subscriptions online physical stores North America internationally . operates three segments : North America , International , Amazon Web Services ( AWS ) . company 's products offered stores include merchandise content purchased resale ; products offered third-party sellers . also manufactures sells electronic devices , including Kindle , Fire tablets , Fire TVs , Rings , Blink , eero , Echo ; develops produces media content . addition , company offers programs enable sellers sell products stores ; programs allow authors , musicians , filmmakers , Twitch streamers , skill app developers , others publish sell content . , provides compute , storage , database , analytics , machine learning , services , well fulfillment , advertising , digital content subscriptions . Additionally , company offers Amazon Prime , membership program . serves consumers , sellers , developers , enterprises , content creators , advertisers . company incorporated 1994 headquartered Seattle , Washington .",,Amazon.com Inc,AMZN US,"3,648,513",495,0.04,1.7,503.75MLN,"68,344.65",11/2/2023,United States,Consumer Discretionary,Retail & Whsle - Discretionary,Equity,Common Stock,Common Stock,--,--,--,0.14378544688224792
"Globe Life Inc. , subsidiaries , provides various life supplemental health insurance products , annuities lower middle middle income households United States . company operates four segments : Life Insurance , Supplemental Health Insurance , Annuities , Investments . offers whole , term , life insurance products ; Medicare supplement supplemental health insurance products , critical illness accident plans ; single-premium flexible-premium deferred annuities . company formerly known Torchmark Corporation changed name Globe Life Inc. August 2019 . Globe Life Inc. incorporated 1979 headquartered McKinney , Texas .",,Globe Life Inc,GL US,"366,416","19,164",0.39,0.14,42.46MLN,2220000,11/2/2023,United States,Financials,Insurance,Equity,Common Stock,Common Stock,--,--,--,0.13871905207633972
"Biogen Inc. discovers , develops , manufactures , delivers therapies treating neurological neurodegenerative diseases United States , Europe , Germany , Asia , internationally . company offers TECFIDERA , VUMERITY , AVONEX , PLEGRIDY , TYSABRI , FAMPYRA multiple sclerosis ( MS ) ; SPINRAZA spinal muscular atrophy ; ADUHELM treat Alzheimer 's disease ; FUMADERM treat plaque psoriasis ; BENEPALI , etanercept biosimilar referencing ENBREL ; IMRALDI , adalimumab biosimilar referencing HUMIRA ; FLIXABI , infliximab biosimilar referencing REMICADE ; BYOOVIZ , ranibizumab biosimilar referencing LUCENTIS . also provides RITUXAN treating non-Hodgkin 's lymphoma , chronic lymphocytic leukemia ( CLL ) , rheumatoid arthritis , two forms ANCA-associated vasculitis , pemphigus vulgaris ; RITUXAN HYCELA non-Hodgkin 's lymphoma CLL ; GAZYVA treat CLL follicular lymphoma ; OCREVUS relapsing MS primary progressive MS ; LUNSUMIO treat relapsed refractory follicular lymphoma ; glofitamab non-Hodgkin 's lymphoma ; anti-CD20 therapies . addition , company developing various products treatment MS , Alzheimer 's disease dementia , neuromuscular disorders , Parkinson 's disease movement disorders , neuropsychiatry , immunology related diseases , neurovascular disorders , genetic neurodevelopmental disorders , biosimilars , various stages development . Biogen Inc. collaboration license agreements Acorda Therapeutics , Inc. ; Alkermes Pharma Ireland Limited ; Denali Therapeutics Inc. ; Eisai Co. , Ltd. ; Genentech , Inc. ; Neurimmune SubOne AG ; Ionis Pharmaceuticals , Inc. ; Samsung Bioepis Co. , Ltd. ; Sangamo Therapeutics , Inc. ; Sage Therapeutics , Inc . company founded 1978 headquartered Cambridge , Massachusetts .",,Biogen Inc,BIIB US,"132,127",18,0.09,0.11,31.96MLN,"4,353.48",11/2/2023,United States,Health Care,Health Care,Equity,Common Stock,Common Stock,--,--,--,0.1323368102312088
"VeriSign , Inc. , together subsidiaries , provides domain name registry services internet infrastructure enables internet navigation various recognized domain names worldwide . company enables security , stability , resiliency internet infrastructure services , including providing root zone maintainer services , operating two 13 internet root servers ; offering registration services authoritative resolution .com .net domains , supports global e-commerce . also back-end systems .cc , .gov , .edu , .name domain names , well operates distributed servers , networking , security , data integrity services . company incorporated 1995 headquartered Reston , Virginia .",,VeriSign Inc,VRSN US,"269,522",36,0.26,0.18,54.00MLN,"7,212.60",11/2/2023,United States,Communications,Media,Equity,Common Stock,Common Stock,--,--,--,0.12988732755184174
"Regeneron Pharmaceuticals , Inc. discovers , invents , develops , manufactures , commercializes medicines treating various diseases worldwide . company 's products include EYLEA injection treat neovascular age-related macular degeneration diabetic macular edema ; myopic choroidal neovascularization ; diabetic retinopathy ; neovascular glaucoma ; retinopathy prematurity . also provides Dupixent injection treat atopic dermatitis asthma adults pediatrics ; Libtayo injection treat metastatic locally advanced cutaneous squamous cell carcinoma ; Praluent injection heterozygous familial hypercholesterolemia clinical atherosclerotic cardiovascular disease adults ; REGEN-COV covid-19 ; Kevzara solution treating rheumatoid arthritis adults . addition , company offers Inmazeb injection infection caused Zaire ebolavirus ; ARCALYST injection cryopyrin-associated periodic syndromes , including familial cold auto-inflammatory syndrome muckle-wells syndrome ; ZALTRAP injection intravenous infusion treat metastatic colorectal cancer ; develops product candidates treating patients eye , allergic inflammatory , cardiovascular metabolic , infectious , rare diseases ; cancer , pain , hematologic conditions . collaboration license agreements Sanofi ; Bayer ; Teva Pharmaceutical Industries Ltd. ; Mitsubishi Tanabe Pharma Corporation ; Alnylam Pharmaceuticals , Inc. ; Roche Pharmaceuticals ; Kiniksa Pharmaceuticals , Ltd. , well agreement U.S. Department Health Human Services , well Zai Lab Limited ; Intellia Therapeutics , Inc. ; Biomedical Advanced Research Development Authority ; AstraZeneca PLC . company incorporated 1988 headquartered Tarrytown , New York .",,Regeneron Pharmaceuticals Inc Common Stock,REGN US,"354,669",48,0.33,0.98,290.40MLN,"39,301.92",11/2/2023,United States,Health Care,Health Care,Equity,Common Stock,Common Stock,--,--,--,0.1286904364824295
"Elevance Health , Inc. operates health benefits company . company operates four segments : Commercial & Specialty Business , Government Business , CarelonRx , . supports consumers , families , communities across entire care journey connecting care , support , resources lead healthier lives . serves people portfolio medical , digital , pharmacy , behavioral , clinical , care solutions . company formerly known Anthem , Inc. changed name Elevance Health , Inc. June 2022 . Elevance Health , Inc. founded 1944 based Indianapolis , Indiana .",,Elevance Health Inc,ELV US,"326,982",45,0.14,0.5,147.64MLN,"20,317.95",11/2/2023,United States,Health Care,Health Care,Equity,Common Stock,Common Stock,--,--,--,0.1286429911851883
"Boston Scientific Corporation develops , manufactures , markets medical devices use various interventional medical specialties worldwide . operates MedSurg Cardiovascular segments . company offers devices diagnose treat gastrointestinal pulmonary conditions ; devices treat various urological pelvic conditions ; implantable cardioverter implantable cardiac resynchronization therapy defibrillators ; pacemakers implantable cardiac resynchronization therapy pacemakers ; remote patient management systems . also provides medical technologies diagnose treat rate rhythm disorders heart comprising 3-D cardiac mapping navigation solutions , ablation catheters , diagnostic catheters , mapping catheters , intracardiac ultrasound catheters , delivery sheaths , accessories ; spinal cord stimulator systems management chronic pain ; indirect decompression systems ; deep brain stimulation systems . addition , company offers interventional cardiology products , uses treatment coronary artery disease aortic valve conditions . , provides stents , balloon catheters , guidewires , atherectomy , thrombectomy systems treat arterial venous diseases ; peripheral embolization devices , radioactive microspheres , cryotherapy ablation systems , micro drainage catheters treat cancer . company incorporated 1979 headquartered Marlborough , Massachusetts .",,Boston Scientific Corp,BSX US,"2,536,054",342,0.17,0.45,133.19MLN,"17,961.84",11/2/2023,United States,Health Care,Health Care,Equity,Common Stock,Common Stock,--,--,--,0.12678642570972443
"UnitedHealth Group Incorporated operates diversified health care company United States . operates four segments : UnitedHealthcare , Optum Health , Optum Insight , Optum Rx . UnitedHealthcare segment offers consumer-oriented health benefit plans services national employers , public sector employers , mid-sized employers , small businesses , individuals ; health care coverage , health well-being services individuals age 50 older addressing needs ; Medicaid plans , children 's health insurance health care programs ; health dental benefits , hospital clinical services , well health care benefits products services state programs caring economically disadvantaged , medically underserved , without benefit employer-funded health care coverage . OptumHealth segment provides care delivery , care management , wellness consumer engagement , health financial services consumers , care delivery systems , providers , employers , payers , public-sector entities . OptumInsight segment offers software information products , advisory consulting arrangements , managed services outsourcing contracts hospital systems , physicians , health plans , governments , life sciences companies , organizations . OptumRx segment provides pharmacy care services programs , including retail network contracting , home delivery , specialty community health pharmacy services , purchasing clinical capabilities , well develops programs areas step therapy , formulary management , drug adherence , disease/drug therapy management . UnitedHealth Group Incorporated incorporated 1977 based Minnetonka , Minnesota .",,UnitedHealth Group Inc,UNH US,"823,493",111,0.09,1.49,441.50MLN,"59,510.43",11/2/2023,United States,Health Care,Health Care,Equity,Common Stock,Common Stock,--,--,--,0.12120956182479858
"Centene Corporation operates healthcare enterprise provides programs services under-insured uninsured families , commercial organizations , military families United States . operates two segments , Managed Care Specialty Services . Managed Care segment offers health plan coverage individuals government subsidized programs , including Medicaid , State children 's health insurance program , long-term services support , foster care , medicare-medicaid plans , cover dually eligible individuals , well aged , blind , disabled programs . segment also provides variety individual , small group , large group commercial healthcare products employers members . segment also offers various individual , small group , large group commercial healthcare products employers members . Specialty Services segment offers behavioral health employee assistance plans ; clinical healthcare , primary care , various specialty services , suite social support services ; data analytics solutions ; administrative services Military Health System eligible beneficiaries ; traditional pharmacy clinical administrative services well specialized pharmacy benefit services specialty pharmacy business ; vision dental health services . segment provides auxiliary healthcare services products state programs , correctional facilities , healthcare organizations , employer groups , commercial organizations ; engages government contracts business TRICARE program healthcare related government contracts . company provides services primary specialty care physicians , hospitals , ancillary providers . Centene Corporation founded 1984 headquartered St. Louis , Missouri .",,Centene Corp,CNC US,"956,733",129,0.18,0.22,65.95MLN,"8,891.97",11/2/2023,United States,Health Care,Health Care,Equity,Common Stock,Common Stock,--,--,--,0.11881793290376663
"Humana Inc. , together subsidiaries , operates health well-being company United States . operates two segments , Insurance CenterWell . company offers medical supplemental benefit plans individuals . also contract Centers Medicare Medicaid Services administer Limited Income Newly Eligible Transition prescription drug plan program ; contracts various states provide Medicaid , dual eligible , long-term support services benefits . addition , company provides commercial fully insured medical specialty health insurance benefits comprising dental , vision , life insurance , supplemental health benefits , well administrative services products individuals employer groups ; military services , TRICARE T2017 East Region contract ; engages operations PBM business . , offers pharmacy solutions , provider services , home solutions services , home health services health plan members , well third parties . Humana Inc. founded 1961 headquartered Louisville , Kentucky .",,Humana Inc,HUM US,"325,024",45,0.26,0.53,156.47MLN,"21,663",11/2/2023,United States,Health Care,Health Care,Equity,Common Stock,Common Stock,--,--,--,0.10383324325084686
USD,,Spot,USD Curncy,"2,222,948",2230000,0.0,0.01,2.22MLN,2230000,11/2/2023,United States,Sector Not Available,Sector Not Available,Currency,Currency,Currency,--,--,--,0.09334079921245575
USD,,U.S. DOLLAR FOR FUTURES,--,52,0,0.0,0.0,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Currency,Currency,--,--,--,0.09334079921245575
SPX Market-Linked Notes,,SPX_2,--,"65,599",0,0.0,0.95,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_30,--,"65,261",0,0.0,0.85,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_29,--,"64,488",0,0.0,0.89,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_26,--,"63,041",0,0.0,0.94,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_20,--,"62,621",0,0.0,0.92,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_23,--,"62,143",0,0.0,0.92,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_1,--,"66,288",0,0.0,0.9,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_18,--,"62,097",0,0.0,0.91,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_22,--,"61,493",0,0.0,0.91,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_28,--,"63,564",0,0.0,0.91,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_27,--,"63,581",0,0.0,0.93,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_21,--,"62,938",0,0.0,0.92,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_19,--,"63,128",0,0.0,0.92,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_24,--,"62,534",0,0.0,0.93,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
SPX Market-Linked Notes,,SPX_25,--,"62,197",0,0.0,0.93,0,0,11/2/2023,Country Not Available,Sector Not Available,Sector Not Available,--,Options,Options,--,--,--,0.04856410622596741
